ORDRE;uai_mail;bdd iMFR;num_bee_etablissements;RNE iMFR;uai_code_educnationale;;Mail;uai_mail;uai_code_region;uai_region;uai_code_departement;uai_departement;uai_libelle_administratif;uai_libelle_communication;uai_debut_validite;uai_fin_validite;uai_siteweb;uai_telephone;uai_mail;uai_fax;uai_ministere_principal;uai_secteur;uai_nature;uaiprive_orgaffiliation;uaiprive_typecontrat;uai_code_siret;uai_libelle_educnationale;uai_eleve;uai_etudiant;uai_adulte;uai_apprenti;uai_code_commume;uai_commune;adressepostale_ligne1;adressepostale_ligne2;adressepostale_ligne3;adressepostale_ligne4;adressepostale_ligne5;adressepostale_ligne6;adressegeographique_ligne1;adressegeographique_ligne2;adressegeographique_ligne3;adressegeographique_ligne4;adressegeographique_ligne5;adressegeographique_ligne6;uai_niveau;uainiveau1_codedger;uainiveau1_libelle_administratif;uainiveau2_codedger;uainiveau2_libelle_administratif;date_jeu_donnees;coord_wgs84_x;coord_wgs84_y;uai_id_cdn;uai_codedger;uai_type;anneesco_cdn;annee_scolaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;champigne;49_champigne;57828;0491834C;0491834C;;mfr.champigne@mfr.asso.fr;mfr.champigne;52;Pays de la Loire;49;Maine-et-Loire;MFREO 'Les trois rivieres' de Champigne;MFREO 'Les trois rivieres' de Champigne;1999-09-01;;www.mfrcfa-champigne.fr;0241420079;mfr.champigne;0241420514;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DES 3 RIVIERES DE CHAMPIGNE;Oui;Non;Non;Non;49080;LES HAUTS D ANJOU;MFREO LES TROIS RIVIERES DE CHAMPIGNE;;;LES TROIS RIVIERES;BP 25 CHAMPIGNE;49330 LES HAUTS D ANJOU;MFREO LES TROIS RIVIERES DE CHAMPIGNE;;;LES TROIS RIVIERES;CHAMPIGNE;49330 LES HAUTS D ANJOU;2;04907810;Association de la MFREO Les 3 rivières à Champigné;;;2020-09-29;-0.572308;47.664081;457;04902633;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;chemille;49_chemille;57271;0491832A;0491832A;;mfr.chemille@mfr.asso.fr;mfr.chemille;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Chemillé;MFR-CFA de Chemillé;1999-09-01;;www.mfr-chemille.com;0241306235;mfr.chemille;0241303718;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78614282800023;MAISON FAMILIALE RURALE DE CHEMILLE EN ANJOU;Oui;Non;Non;Oui;49092;CHEMILLE EN ANJOU;MAISON FAMILIALE RURALE DE CHEMILLE;;;COULVEE;BP80035 MELAY;49120 CHEMILLE EN ANJOU;MAISON FAMILIALE RURALE DE CHEMILLE;;;COULVEE;CHEMILLE MELAY;49120 CHEMILLE EN ANJOU;2;04906711;Association de la MFREO de Chemillé;;;2020-09-29;-0.732268;47.201446;446;04901643;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;doue;49_douelafontaine;57275;0491837F;0491837F;;mfr.doue@mfr.asso.fr;mfr.doue;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Doué la Fontaine;Maison Familiale Rurale La Riffaudière;1999-09-01;;www.mfrdoue.com;0241591277;mfr.doue;0241524530;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78615773500014;MAISON FAMILIALE RURALE DE DOUE - LA FONTAINE;Oui;Non;Non;Non;49125;DOUE EN ANJOU;MAISON FAMILIALE RURALE LA RIFFAUDIERE;;;22 RUE JEAN MERMOZ;BP 60004 - DOUE LA FONTAINE;49700 DOUE EN ANJOU;MAISON FAMILIALE RURALE LA RIFFAUDIERE;;;22 RUE JEAN MERMOZ;DOUE LA FONTAINE;49700 DOUE EN ANJOU;2;04906911;Association de la MFREO de Doué la Fontaine;;;2020-09-29;-0.283347921661502;47.1988028484001;447;04901742;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;gee;49_gee;57272;0491833B;0491833B;;mfr.gee@mfr.asso.fr;mfr.gee;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Beaufort en Anjou  à Gée;Maison Familiale Rurale Beaufort en Anjou;1999-09-01;;http://www.mfr-gee49.fr;0241803099;mfr.gee;0241570410;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78616257800011;MAISON FAMILIALE RURALE DE BEAUFORT EN ANJOU - GEE;Oui;Non;Non;Non;49021;BEAUFORT EN ANJOU;MAISON FAMILIALE RURALE BEAUFORT;;;LA PAINGAUDIERE;GEE;49250 BEAUFORT EN ANJOU;MAISON FAMILIALE RURALE BEAUFORT;;;LA PAINGAUDIERE;GEE;49250 BEAUFORT EN ANJOU;2;04906012;Association de la MFREO Beaufort en Anjou à Gée;;;2020-09-29;-0.239914009828463;47.4600869285288;438;04900851;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;ireo.beaupreau;49_ireobeaupreau;57228;0491941U;0491941U;;ireo.beaupreau@mfr.asso.fr;ireo.beaupreau;52;Pays de la Loire;49;Maine-et-Loire;MFREO des Mauges à Beaupréau;MFREO INSTITUT RURAL DES MAUGES;1999-09-01;;www.mfr-cfa-beaupreau.fr;0241630204;ireo.beaupreau;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78612761300010;MAISON FAMILIALE RURALE DE BEAUPREAU;Oui;Non;Oui;Oui;49023;BEAUPREAU EN MAUGES;MFREO INSTITUT RURAL DES MAUGES;;;8 RUE DES CEDRES;BEAUPREAU;49600 BEAUPREAU EN MAUGES;MFREO INSTITUT RURAL DES MAUGES;;;8 RUE DES CEDRES;BEAUPREAU;49600 BEAUPREAU EN MAUGES;2;04907111;Association la MFREO des Mauges à Beaupréau;;;2020-09-29;-1.003854;47.207251;449;04901940;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;jallais;49_jallais;57245;0491918U;0491918U;;mfr.jallais@mfr.asso.fr;mfr.jallais;52;Pays de la Loire;49;Maine-et-Loire;MFREO La Charmille à Jallais;MFR à Jallais;1999-09-01;;www.mfr-jallais.fr;0241641120;mfr.jallais;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78616593600018;MAISON FAMILIALE RURALE DE BEAUPREAU;Oui;Non;Non;Non;49023;BEAUPREAU EN MAUGES;MFR A JALLAIS;;;49 RUE DU PONT PIAU;JALLAIS;49510 BEAUPREAU EN MAUGES;MFR A JALLAIS;;;49 RUE DU PONT PIAU;JALLAIS;49510 BEAUPREAU EN MAUGES;2;04906411;Association de la MFREO La Charmille à Jallais;;;2020-09-29;-0.865449;47.194558;443;04901346;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;la-meignanne;49_lameignanne;57229;0491942V;0491942V;;mfr.la-meignanne@mfr.asso.fr;mfr.la-meignanne;52;Pays de la Loire;49;Maine-et-Loire;MFREO 'Les Sources' à la Meignanne;Maison Familiale Rurale 'Les Sources';1999-09-01;;www.mfr-lameignanne.fr;0241969160;mfr.la-meignanne;0241969169;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78616936700038;MAISON FAMILIALE RURALE DE LONGUENEE;Oui;Non;Non;Non;49200;LONGUENEE EN ANJOU;MAISON FAMILIALE RURALE  LES SOURCES;;;201 CHEMIN DE LINIERES;LA MEIGNANNE;49770 LONGUENEE EN ANJOU;MAISON FAMILIALE RURALE  LES SOURCES;;;201 CHEMIN DE LINIERES;LA MEIGNANNE;49770 LONGUENEE EN ANJOU;2;04907311;Association MFREO 'Les Sources' à la Meignanne;;;2020-09-29;-0.666325233168903;47.52516559702;451;04902138;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;la-romagne;49_laromagne;57278;0491841K;0491841K;;mfr.la-romagne@mfr.asso.fr;mfr.la-romagne;52;Pays de la Loire;49;Maine-et-Loire;MFREO 'Le Vallon' de la Romagne;MAISON FAMILIALE RURALE LE VALLON;1999-09-01;;www.mfr-levallon.fr;0241756133;mfr.la-romagne;0241657403;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78619314400031;MAISON FAMILIALE RURALE LE VALLON - ROMAGNE;Oui;Non;Non;Non;49260;LA ROMAGNE;MAISON FAMILIALE RURALE LE VALLON;;;RUE DES SPORTS;;49740 LA ROMAGNE;MAISON FAMILIALE RURALE LE VALLON;;;RUE DES SPORTS;;49740 LA ROMAGNE;2;04907410;Association de la MFREO 'Le Vallon' de Romagne;;;2020-09-29;-1.02461656856079;47.0650007623636;452;04902237;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;lecedre;49_lecedre;55561;0492259P;0492259P;;mfr.lecedre@mfr.asso.fr;mfr.lecedre;52;Pays de la Loire;49;Maine-et-Loire;IREO 'Le Cèdre' de Saint Barthélémy d'Anjou;MFR 'Le Cèdre';1999-09-01;;https://www.mfrlecedre.fr;0241211421;mfr.lecedre;0241608893;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;40150716500017;MAISON FAMILIALE RURALE DE ST BARTHELEMY D'ANJOU;Oui;Non;Non;Non;49267;SAINT BARTHELEMY D ANJOU;MFR  LE CEDRE;;;10 RUE DES CLAVERIES;;49124 ST BARTHELEMY D ANJOU;MFR  LE CEDRE;;;10 RUE DES CLAVERIES;;49124 ST BARTHELEMY D ANJOU;2;04908310;Association IREO Le Cèdre à St Barthélémy d'Anjou;;;2020-09-29;-0.506317;47.485027;463;04903128;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;mfr-cfa.pommeraye;49_mfrcfa lapommeraye;13743;0491830Y;0491830Y;;mfr-cfa.pommeraye@mfr.asso.fr;mfr-cfa.pommeraye;52;Pays de la Loire;49;Maine-et-Loire;MFREO du Val d'Anjou à La Pommeraye;MAISON FAMILIALE RURALE - CFA LA POMMERAYE;1999-09-01;;www.mfr-cfa-pommeraye.fr;0241777500;mfr-cfa.pommeraye;0241778476;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78618701300028;MAISON FAMILIALE RURALE DU VAL D'ANJOU;Oui;Non;Non;Non;49244;MAUGES SUR LOIRE;MFR-CFA LA POMMERAYE;;;7 CHEMIN DU VAUJOU;LA POMMERAYE;49620 MAUGES SUR LOIRE;MFR-CFA LA POMMERAYE;;;7 CHEMIN DU VAUJOU;LA POMMERAYE;49620 MAUGES SUR LOIRE;2;04907011;Association de la MFREO Val d'Anjou à la Pommeraye;;;2020-09-29;-0.856207;47.360544;448;04901841;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;montreuilbellay;49_montreuilbellay;57277;0491840J;0491840J;;mfr.montreuilbellay@mfr.asso.fr;mfr.montreuilbellay;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Montreuil - Bellay;MFREO de Montreuil Bellay;1999-09-01;;www.cfa-mfr-montreuilbellay.fr;0241831919;mfr.montreuilbellay;0241831917;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78617972100018;MAISON FAMILIALE RURALE DE MONTREUIL - BELLAY;Oui;Non;Oui;Non;49215;MONTREUIL BELLAY;MFREO DE MONTREUIL BELLAY;;;LA ROUSSELIERE;;49260 MONTREUIL BELLAY;MFREO DE MONTREUIL BELLAY;;;LA ROUSSELIERE;;49260 MONTREUIL BELLAY;2;04906112;Association de la MFREO de Montreuil-Bellay;;;2020-09-29;-0.153718623755361;47.1413359194987;440;04901049;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;noyant;49_noyant;57268;0491827V;0491827V;;mfr.noyant@mfr.asso.fr;mfr.noyant;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Noyant;Maison Familiale 'Castelfréo';1999-09-01;;www.mfr-noyant.com;0241821074;mfr.noyant;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78616324600014;MAISON FAMILIALE RURALE DE NOYANT;Oui;Non;Oui;Non;49228;NOYANT VILLAGES;MAISON FAMILIALE  CASTELFREO;;;23 ROUTE DE GENNETEIL;NOYANT;49490 NOYANT VILLAGES;MAISON FAMILIALE  CASTELFREO;;;23 ROUTE DE GENNETEIL;NOYANT;49490 NOYANT VILLAGES;2;04908210;Association de la MFREO de Noyant;;;2020-09-29;0.108563;47.515923;462;04903029;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;pouance;49_pouance;57279;0491844N;0491844N;;mfr.pouance@mfr.asso.fr;mfr.pouance;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Pouancé;MAISON FAMILIALE RURALE;1999-09-01;;www.maison-hippique.com;0241924328;mfr.pouance;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78618984500013;MAISON FAMILIALE RURALE DE POUANCE;Oui;Non;Non;Non;49248;OMBREE D ANJOU;MAISON FAMILIALE RURALE;;;RUE DE TRESSE;BP 50031 POUANCE;49420 OMBREE D ANJOU;MAISON FAMILIALE RURALE;;;RUE DE TRESSE;POUANCE;49420 OMBREE D ANJOU;2;04908010;Association de la MFREO de Pouancé;;;2020-09-29;-1.168556;47.738416;459;04902831;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;segre;49_segre;57270;0491831Z;0491831Z;;mfr.segre@mfr.asso.fr;mfr.segre;52;Pays de la Loire;49;Maine-et-Loire;MFREO de Segré;MFREO de Segré;1999-09-01;;www.mfrsegre.fr;0241922104;mfr.segre;0241921787;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78834822500012;MAISON FAMILIALE RURALE DE SEGRE;Oui;Non;Non;Oui;49331;SEGRE EN ANJOU BLEU;MFREO DE SEGRE;;;1 BOULEVARD LEON MAUDUIT;SEGRE;49500 SEGRE EN ANJOU BLEU;MFREO DE SEGRE;;;1 BOULEVARD LEON MAUDUIT;SEGRE;49500 SEGRE EN ANJOU BLEU;2;04907710;Association de la MFREO de Segré;;;2020-09-29;-0.880234;47.687364;456;04902534;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;conde;50_condesurvire;13333;0501670U;0501670U;;mfr.conde@mfr.asso.fr;mfr.conde;28;Normandie;50;Manche;IREO de Condé sur Vire;MFR-IREO;1999-09-01;;www.mfr-ireo-conde.fr;0233771377;mfr.conde;;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;78087648800013;MAISON FAMILIALE RURALE DE CONDE SUR VIRE;Oui;Non;Oui;Oui;50139;CONDE SUR VIRE;MFR-IREO;;;10 ROUTE DE TORIGNI;;50890 CONDE SUR VIRE;MFR-IREO;;;10 ROUTE DE TORIGNI;;50890 CONDE SUR VIRE;2;05003411;Association de l'IREO de Condé sur Vire;;;2020-09-29;-1.028433;49.0487;379;05001312;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;coutances;50_coutances;13295;0501736R;0501736R;;mfr.coutances@mfr.asso.fr;mfr.coutances;28;Normandie;50;Manche;MFREO de Coutances;CFA MFR de Coutances;2002-09-01;;https://cfa-mfr-coutances.fr/;0233191190;mfr.coutances;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78087854200015;MAISON FAMILIALE RURALE DE COUTANCES;Oui;Non;Oui;Oui;50147;COUTANCES;CFA MFR DE COUTANCES;;;79 AVENUE DE LA DIVISION LECLERC;;50200 COUTANCES;CFA MFR DE COUTANCES;;;79 AVENUE DE LA DIVISION LECLERC;;50200 COUTANCES;2;05003911;Association de la MFREO de Coutances;;;2020-09-29;-1.4325;49.0658;376;05001015;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;granville;50_granville;13294;0501735P;0501735P;;mfr.granville@mfr.asso.fr;mfr.granville;28;Normandie;50;Manche;MFREO de Granville;MAISON FAMILIALE LES ROUTILS DE GRANVILLE;1999-09-01;;www.granville.mfr.fr;0233500572;mfr.granville;0233508969;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78088761800012;MAISON FAMILIALE RURALE DE GRANVILLE;Oui;Non;Oui;Oui;50218;GRANVILLE;MAISON FAMILIALE LES ROUTILS DE GRANVI;;;121 RUE DES ROUTILS;;50400 GRANVILLE;MAISON FAMILIALE LES ROUTILS DE GRANVI;;;121 RUE DES ROUTILS;;50400 GRANVILLE;2;05003311;Association de la MFREO de Granville;;;2020-09-29;-1.56883;48.831877;371;05000520;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;La-Haye-du-Puits;50_lahayedupuits;13372;0501592J;0501592J;;mfr.La-Haye-du-Puits@mfr.asso.fr;mfr.La-Haye-du-Puits;28;Normandie;50;Manche;MFREO de La Haye du Puits;MFREO de La Haye du Puits;1999-09-01;;www.lahayedupuits.mfr.fr;0233460088;mfr.La-Haye-du-Puits;0233467046;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78088962200012;MAISON FAMILIALE RURALE DE LA HAYE;Oui;Non;Non;Non;50236;LA HAYE;MFREO DE LA HAYE DU PUITS;;;7 RUE DES HAUTS VENTS;LA HAYE DU PUITS;50250 LA HAYE;MFREO DE LA HAYE DU PUITS;;;7 RUE DES HAUTS VENTS;LA HAYE DU PUITS;50250 LA HAYE;2;05003111;Association de la MFREO de La Haye du Puits;;;2020-09-29;-1.54211678106132;49.2830401185597;369;05000322;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Mortain;50_mortain;13197;0501574P;0501574P;;mfr.Mortain@mfr.asso.fr;mfr.Mortain;28;Normandie;50;Manche;MFREO de Mortain;MAISON FAMILIALE RURALE DE MORTAIN;1999-09-01;;www.mortain.mfr.fr;0233790790;mfr.Mortain;0233790799;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;34015052300017;MAISON FAMILIALE RURALE DE MORTAIN;Oui;Non;Oui;Oui;50359;MORTAIN BOCAGE;MAISON FAMILIALE RURALE DE MORTAIN;;;BELLE ETOILE;MORTAIN;50140 MORTAIN BOCAGE;MAISON FAMILIALE RURALE DE MORTAIN;;;BELLE ETOILE;MORTAIN;50140 MORTAIN BOCAGE;2;05004110;Association de la MFREO de Mortain;;;2020-09-29;-0.940411;48.657533;378;05001213;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Percy;50_percy;13375;0501596N;0501596N;;mfr.Percy@mfr.asso.fr;mfr.Percy;28;Normandie;50;Manche;MFREO de Percy;maison familiale rurale de percy;1999-09-01;;;0233612186;mfr.Percy;0233617949;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DE PERCY;Oui;Non;Oui;Non;50393;PERCY EN NORMANDIE;MAISON FAMILIALE RURALE DE PERCY;;;15 RUE JEAN LE COUTURIER;PERCY;50410 PERCY EN NORMANDIE;MAISON FAMILIALE RURALE DE PERCY;;;15 RUE JEAN LE COUTURIER;PERCY;50410 PERCY EN NORMANDIE;2;05004010;Association de la MFREO de Percy;;;2020-09-29;-1.19159929519895;48.9157539375958;377;05001114;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;St-Sauveur-Lendelin;50_stsauveur;14257;0501597P;0501597P;;mfr.St-Sauveur-Lendelin@mfr.asso.fr;mfr.St-Sauveur-Lendelin;28;Normandie;50;Manche;MFREO de Saint Sauveur Lendelin;MFREO de Saint Sauveur Lendelin;1999-09-01;;www.mfr-saint-sauveur-lendelin.websilog.com;0233077261;mfr.St-Sauveur-Lendelin;0233074395;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78092068200017;MAISON FAMILIALE RURALE DE ST SAUVEUR;Oui;Non;Oui;Non;50550;SAINT SAUVEUR VILLAGES;MFREO DE SAINT SAUVEUR LENDELIN;;;ROUTE DE LA RONDEHAYE;ST SAUVEUR LENDELIN;50490 ST SAUVEUR VILLAGES;MFREO DE SAINT SAUVEUR LENDELIN;;;ROUTE DE LA RONDEHAYE;ST SAUVEUR LENDELIN;50490 ST SAUVEUR VILLAGES;2;05003611;Association de la MFREO de Saint Sauveur Lendelin;;;2020-09-29;-1.41969;49.129497;373;05000718;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;urville;50_urville;14268;0501671V;0501671V;;mfr.urville@mfr.asso.fr;mfr.urville;28;Normandie;50;Manche;MFREO la Hague;MFREO la Hague;1999-09-01;;mfr.urville.fr;0233035903;mfr.urville;0233039034;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78092782800019;MAISON FAMILIALE RURALE DE LA HAGUE;Oui;Non;Non;Non;50041;LA HAGUE;MFREO D URVILLE NACQUEVILLE;;;6 ALLEE SAINT MARTIN;URVILLE NACQUEVILLE;50460 LA HAGUE;MFREO D URVILLE NACQUEVILLE;;;6 ALLEE SAINT MARTIN;URVILLE NACQUEVILLE;50460 LA HAGUE;2;05003711;Association de la MFREO de la Hague;;;2020-09-29;-1.74332707608469;49.6751666359376;374;05000817;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Vains;50_vains;13355;0501619N;0501619N;;mfr.Vains@mfr.asso.fr;mfr.Vains;28;Normandie;50;Manche;MFREO de Vains St-Senier;MFREO de Vains St-Senier;1999-09-01;;www.vains.mfr.fr;0233892370;mfr.Vains;0233892379;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78092793500012;MAISON FAMILIALE RURALE DE VAINS;Oui;Non;Non;Non;50612;VAINS;MFREO DE VAINS ST-SENIER;;;14 ROUTE DES GRANGES;;50300 VAINS;MFREO DE VAINS ST-SENIER;;;14 ROUTE DES GRANGES;;50300 VAINS;2;05003211;Association de la MFREO de Vains St Senier;;;2020-09-29;-1.41224538816035;48.6815991595384;370;05000421;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;valognes;50_valognes;13373;0501594L;0501594L;;mfr.valognes@mfr.asso.fr;mfr.valognes;28;Normandie;50;Manche;MFREO de Valognes;MAISON FAMILIALE RURALE DE VALOGNES;1999-09-01;;http://mfrvalognes.com/;0233401385;mfr.valognes;0233950230;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78092963400019;MAISON FAMILIALE RURALE DE VALOGNES;Oui;Non;Non;Non;50615;VALOGNES;MFREO DE VALOGNES;;;70 RUE DES RELIGIEUSES;;50700 VALOGNES;MFREO DE VALOGNES;;;70 RUE DES RELIGIEUSES;;50700 VALOGNES;2;05003811;Association de la MFREO de Valognes;;;2020-09-29;-1.465157;49.504567;375;05000916;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Auve;51_auve;64252;0511733G;0511733G;;mfr.Auve@mfr.asso.fr;mfr.Auve;44;Grand Est;51;Marne;MFREO d'Auve à Sainte Menehould;MAISON FAMILIALE RURAL;1999-09-01;;http://www.mfrauve.com/;0326602545;mfr.Auve;0326002992;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30234347000019;MAISON FAMILIALE RURALE D'AUVE;Oui;Non;Non;Non;51027;AUVE;MAISON FAMILIALE RURAL;;;12 ROUTE DE CHAMPAGNE;;51000 CHALONS EN CHAMPAGNE;MAISON FAMILIALE RURAL;;;12 ROUTE DE CHAMPAGNE;;51800 AUVE;2;05102293;Association de la MFREO d'Auve à Ste Menehould;;;2020-09-29;4.690139495049;49.0338181522347;226;05100456;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Gionges;51_gionges;64251;0511732F;0511732F;;mfr.Gionges@mfr.asso.fr;mfr.Gionges;44;Grand Est;51;Marne;MFREO de Blancs Coteaux;MFREO de Blancs Coteaux;1999-09-01;;;0326575489;mfr.Gionges;0326591760;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30286824500010;MAISON FAMILIALE RURALE DE GIONGES;Oui;Non;Non;Non;51612;BLANCS COTEAUX;MFREO DE GIONGES;;;66 RUE DE LA CROLIERE;GIONGES;51130 BLANCS COTEAUX;MFREO DE GIONGES;;;66 RUE DE LA CROLIERE;GIONGES;51130 BLANCS COTEAUX;2;05102194;Association de la MFREO de Blancs Coteaux;;;2020-09-29;3.97549993282142;48.9362092153752;225;05100357;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;vertus;51_vertus;64261;0511676V;0511676V;;mfr.vertus@mfr.asso.fr;mfr.vertus;44;Grand Est;51;Marne;MFREO de Vertus;Maison Familiale Rurale de Verus;2002-09-01;;www.mfrvertus.com;0326522220;mfr.vertus;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30287640400021;MAISON FAMILIALE RURALE DE VERTUS;Oui;Non;Non;Non;51612;BLANCS COTEAUX;MAISON FAMILIALE RURALE DE VERUS;LES SAUSSAIES;;19 AVENUE SAINT VINCENT;BP 62 VERTUS;51130 BLANCS COTEAUX;MAISON FAMILIALE RURALE DE VERUS;LES SAUSSAIES;;19 AVENUE SAINT VINCENT;VERTUS;51130 BLANCS COTEAUX;2;05102095;Association de la MFREO de Vertus;;;2020-09-29;4.013913;48.899356;218;05100159;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;buxieres;52_buxieres;63997;0520939N;0520939N;;mfr.buxieres@mfr.asso.fr;mfr.buxieres;44;Grand Est;52;Haute-Marne;MFREO de Buxières les Villiers;MFREO de Buxières les Villiers;1999-09-01;;http://mfrbuxieres.com;0325314103;mfr.buxieres;0325017328;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78045946700020;MAISON FAMILIALE RURALE DE BUXIERES LES VILLIERS;Oui;Non;Non;Non;52087;BUXIERES LES VILLIERS;MFREO DE BUXIERES LES VILLIERS;;;12 RUE DU BARON DE BEINE;;52000 BUXIERES LES VILLIERS;MFREO DE BUXIERES LES VILLIERS;;;12 RUE DU BARON DE BEINE;;52000 BUXIERES LES VILLIERS;2;05201713;Association de la MFREO de Buxières les Villiers;;;2020-09-29;5.03714042205147;48.1058892271203;233;05200521;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
