code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
a09;0596406T;;ECOLE 2D DEGRE PROF.PRIVEE;INFORMATIF;2 rue d'Isly;59800;LILLE;0320428724;secretariat@informatif.net;;320;APP;nouveau;50921901000022
a09;0596448N;aingom@adefa.fr;CTR DE FORMATION D APPRENTIS;ADEFA;16 bis rue de l'Egalité;59700;MARCQ EN BAROEUL;0320219534;adefa@adefa.fr;1;600;;present_enquete_sifa;
a09;0596473R;hugues.dequidt@cfpb.fr;CTR DE FORMATION D APPRENTIS;METIERS BANQUE ET FINANCE;30 place Salvador Allende;59650;VILLENEUVE D ASCQ;0320149761;dequidt@cfpb.fr;1;600;;present_enquete_sifa;
a09;0596480Y;sdufour@irtsnpdc.fr;CTR DE FORMATION D APPRENTIS;ADAMSS - IRTS NORD-PAS DE CALA;Rue AMBROISE PARE;59373;LOOS CEDEX;0320625384;;1;600;;present_enquete_sifa;
a09;0596792M;;CTR DE FORMATION D APPRENTIS;DE L'ACADEMIE DE LILLE;111 avenue de Dunkerque;59009;LILLE CEDEX;;;1;600;;present_enquete_sifa;18592161600016
a09;0596816N;adeline.cassard@dalkia.fr;CTR DE FORMATION D APPRENTIS;ISE - INSTITUT DES SERVICES A;33 rue du Château d'Isenghien;59001;LILLE CEDEX;0328540735;sandrine.simon@dalkia.fr;1;600;;present_enquete_sifa;49864769200017
a09;0596817P;marionf@afpc-formation.com;CTR DE FORMATION D APPRENTIS;AFPC - ASSOC FORM PROF CONTINU;183 rue de Menin;59520;MARQUETTE LEZ LILLE;0320917979;cfa@afpc-formation.com;1;600;;present_enquete_sifa;
d32;0596839N;;ANTENNE DE CFA;IFRIA - ANTENNE LYC AGR DOUAI-;458 rue DE LA MOTTE JULIEN;59351;DOUAI CEDEX;0327997568;cfa.douai@educagri.fr;;620;;nouveau;
a09;0596894Y;a.meyer@afi24.org;CTR DE FORMATION D APPRENTIS;AFI 24;12 place SAINT HUBERT;59000;LILLE;0359561927;s.dejoie@afi24.org;1;600;;present_enquete_sifa;
a09;0596996J;;ETAB DE FORMATION ALTERNANCE;CAMPUS PRO;5 rue de l'Innovation;59260;LILLE;0320843640;lille@campus-pro.fr;;700;APP;nouveau;38937956100043
a09;0596997K;v.duquenne@hautsdefrance.cci.fr;CTR DE FORMATION D APPRENTIS;REGIONAL HAUTS DE FRANCE;299 boulevard DE LEEDS;59033;LILLE CEDEX;0320636820;cfa@hautsdefrance.cci.fr;1;600;;present_enquete_sifa;80069077800017
a09;0597007W;;ALESIA FORMATION - ALESIA ENSE;ALESIA FORMATION - ALESIA ENSE;65 rue de l'Abbé Bonpain;59700;MARCQ EN BAROEUL;0320512627;contact@alesiaformation.fr;;440;APP;nouveau;40762250500011
a09;0597067L;pyarc@promotrans.fr;CTR DE FORMATION D APPRENTIS;PROMOTRANS DES HAUTS DE FRANCE;;59650;VILLENEUVE D ASCQ;;;1;600;;present_enquete_sifa;
a09;0597090L;bricout.c@cfajeanbosco.fr;CTR DE FORMATION D APPRENTIS;REGIONAL HAUTS DE FRANCE JEAN;10 rue Horus;59491;VILLENEUVE D ASCQ;;contact@cfajeanbosco.fr;1;600;;present_enquete_sifa;50013802900029
a09;0597124Y;;ORGANISME FORMATION-CFA;EDO SPORT ANIMATION MARCQ-EN-B;1 allée du Dauphiné;59700;MARCQ EN BAROEUL;0626253837;contact@edo-sportanimation.fr;;605;;nouveau;81273177600017
a09;0597125Z;;ORGANISME FORMATION-CFA;CFT ROUBAIX;14 rue du Coq Français;59100;ROUBAIX;0983051491;nathalie@cft-nord.fr;;605;;nouveau;53211450100036
a09;0597126A;;ORGANISME FORMATION-CFA;GENERATION R H DE VILLENEUVE D;7 rue de la Distillerie;59493;VILLENEUVE D ASCQ;0683843720;bruno.minet@generationrh.fr;;605;;nouveau;48965445900028
a09;0597128C;;ORGANISME FORMATION-CFA;AFA ALTERN'EMPLOI COUDEKERQUE-;2 route de Bergues;59210;COUDEKERQUE BRANCHE;;vfournierafa@gmail.com;;605;;nouveau;49870909600024
a09;0597138N;;ORGANISME FORMATION-CFA;THALASS'SUN FORMATION;2 place des martyrs de la Résist;59140;DUNKERQUE;0328291536;thalass.sun.dk@gmail.com;;605;;nouveau;49983324200062
d32;0601194X;;LYCEE AGRICOLE PRIVE;CH. QUENTIN - PIERREFONDS;1  RUE SABATIER;60350;PIERREFONDS;0344428040;pierrefonds@cneap.fr;;320;;nouveau;77567240500021
a20;0601206K;Martine.desouza@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP CFA 60;290 impasse DE LA CROIX VERTE;60600;AGNETZ;0344782900;cfabtp.maisondubatimentdeloise@ccca-btp.fr;1;600;;present_enquete_sifa;
a20;0601209N;christophe.brasset@ac-amiens.fr;CTR DE FORMATION D APPRENTIS;LYCEE MIREILLE GRENET;13 avenue D'HUY;60321;COMPIEGNE CEDEX;0344922857;ce.0600017t@ac-amiens.fr;1;600;;present_enquete_sifa;
a20;0601211R;velter@cci-oise.fr;CTR DE FORMATION D APPRENTIS;CCI TERRITORIALE DE L'OISE;230 rue CHARLES SOMASCO;60180;NOGENT SUR OISE;0344559900;cfa@cci-oise.fr;1;600;;present_enquete_sifa;18600851200078
a20;0601500E;s.ibran@promeo-formation.fr;CTR DE FORMATION D APPRENTIS;CFAI OISE SENLIS;1 rue EUGENE GAZEAU;60300;SENLIS;0344638171;s.robine@promeo-formation.fr;1;600;;present_enquete_sifa;30290898300026
d32;0601610Z;;MAISON FAMILIALE RURALE;DE SONGEONS;5 place du Général de Gaulle;60380;SONGEONS;0344823003;mfr.songeons@mfr.asso.fr;;380;APP;nouveau;
d32;0601688J;;MAISON FAMILIALE RURALE;DE ST SULPICE;4 RUE DE CRECY;60430;ST SULPICE;0344811122;mfr.stsulpice@mfr.asso.fr;;380;APP;nouveau;
a20;0601728C;;GRETA OISE;LYCÉE M. CURIE NOGENT SUR OISE;Boulevard Pierre de Coubertin;60180;NOGENT SUR OISE;0344743144;greta.oc@ac-amiens.fr;;710;;nouveau;19600020200032
d32;0601770Y;;MAISON FAMILIALE RURALE;DE BEAULIEU LES FONTAINES;9 rue Jeanne d'Arc;60310;BEAULIEU LES FONTAINES;0344434016;mfr.beaulieu@mfr.asso.fr;;380;;nouveau;
d32;0601996U;;CENTRE FORMATION PROF.;POUR ADULTES;91 RUE ANDRE RENIER;60170;RIBECOURT DRESLINCOURT;0344757724;cfppa.ribecourt@educagri.fr;;740;APP;nouveau;19601265200026
d32;0601997V;;CENTRE FORMATION PROF.;POUR ADULTES;;60600;AIRION;0344508456;cfppa.airion@educagri.fr;;740;APP;nouveau;19601782600021
d32;0602089V;jennifer.zeringer@educagri.fr;CTR FORMATION APPRENTIS AGRIC;DE L'OISE;;60600;AIRION;0344508440;frederique.harle@educagri.fr;1;600;;present_enquete_sifa;
a20;0602090W;s.ibran@promeo-formation.fr;CTR DE FORMATION D APPRENTIS;INTERPROFESSIONEL TERTIAIRE;240 avenue MARCEL DASSAULT;60002;BEAUVAIS CEDEX;0344638171;c.marigault@promeo-formation.fr;1;600;;present_enquete_sifa;
a20;0602106N;c.labeyrie@lebelloy.com;CTR DE FORMATION D APPRENTIS;BTP LE BELLOY;51 rue DE BELLOY;60860;ST OMER EN CHAUSSEE;;btpcfa@lebelloy.com;1;600;;present_enquete_sifa;
d32;0602115Y;;ANTENNE DE CFA;;40  RUE VILLEBOIS MAREUIL;60000;BEAUVAIS;;;;620;;nouveau;
a20;0602144E;glory@amesa.fr;CTR DE FORMATION D APPRENTIS;APPRENTISSAGE MÉTIER SERV AÉRO;9 rue Ronsard;60180;NOGENT SUR OISE;0615775211;glory@amesa.fr;1;600;;present_enquete_sifa;80011612100024
d32;0602165C;samiot@afasec.fr;CTR FORMATION APPRENTIS AGRIC;DE GOUVEIUX;5 rue du chaffour;60270;GOUVIEUX;;;1;600;;present_enquete_sifa;
a20;0602182W;;CTR DE FORMATION D APPRENTIS;INFA LE MANOIR;12 chemin des aigles;60270;GOUVIEUX;0344671414;;;600;;nouveau;
a20;0602183X;;ORGANISME FORMATION-CFA;DG FORMATION COMPIEGNE;6 rue Jacques de Vaucanson;60200;COMPIEGNE;0344909316;contact@dgformationplus.com;;605;;nouveau;42374302000020
a20;0602185Z;;ORGANISME FORMATION-CFA;JMSA FORMATION CONSEIL CREIL;47 rue Jules Juillet;60100;CREIL;0344640469;jm.malot@jmsa.fr;;605;;nouveau;38909782500043
a20;0602186A;;ORGANISME FORMATION-CFA;GESTUP FORMATION- IDC CONSEILS;23 rue Du Maréchal Leclerc;60000;BEAUVAIS;;denis@gestup.fr;;605;;nouveau;51959927800040
a05;0610770F;cfabtp.alencon@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BATIMENT ROGER DUCRE;ROUTE DU MANS;61000;ALENCON;0233272862;;1;600;;present_enquete_sifa;
d28;0611038X;vincent.lebreton@mfr.asso.fr;MAISON FAMILIALE RURALE;DE TRUN;14  RUE D ARGENTAN;61160;TRUN;0233367024;;;380;;nouveau;
d28;0611039Y;christophe.de-balorre@mfr.asso.fr;MAISON FAMILIALE RURALE;DE MORTAGNE - GARCONS;50  RUE DES 15 FUSILLES;61400;MORTAGNE AU PERCHE;0233852828;;;380;APP;nouveau;
a05;0611061X;ntonnelier@3ifa.fr;CTR DE FORMATION D APPRENTIS;3 IFA;ROUTE DU MANS;61000;ALENCON;0233287676;;1;600;;present_enquete_sifa;
a05;0611109Z;;GROUPT ETAB FORMATION CONTINUE;SUD-NORMANDIE;16 RUE PIERRE HUET;61105;FLERS CEDEX;0233669961;;;710;;nouveau;19610021800029
d28;0611119K;pierre.joncour@mfr.asso.fr;MAISON FAMILIALE RURALE;DE CERISY BELLE ETOILE;;61100;CERISY BELLE ETOILE;0233984370;mfr.cerisy@mfr.asso.fr;;380;APP;nouveau;
d28;0611130X;nadine.molina@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;LEGTA SEES;ROUTE D'ESSAY;61500;SEES;0233281248;;1;600;;present_enquete_sifa;
a05;0611152W;klakriouch@fibn.fr;CTR DE FORMATION D APPRENTIS;CFAI;40  RUE DU PUITS AU VERRIER;61001;ALENCON CEDEX;0233312756;;1;600;;present_enquete_sifa;
a05;0611162G;frederiqueblanchard@ispa.asso.fr;CTR DE FORMATION D APPRENTIS;CIFAP;;61250;DAMIGNY;0233812600;;1;600;;present_enquete_sifa;
d28;0611175W;fabrice.drieu@mfr.asso.fr;MAISON FAMILIALE RURALE;DE LA FERTE MACE;25  RUE PIERRE NEVEU;61600;LA FERTE MACE;0233371911;;;380;APP;nouveau;
a05;0611206E;ablanc@etpnormandie.fr;CTR DE FORMATION D APPRENTIS;ETPNA;12 PLACE DU PALAIS;61003;ALENCON CEDEX;0233804460;;1;600;;present_enquete_sifa;
d28;0611226B;eric.leroy@mfr.asso.fr;MAISON FAMILIALE RURALE;D'ALENCON;8  RUE GIROYE;61000;ALENCON;0233826947;;;380;APP;nouveau;
a05;0611248A;echatelain@groupeisf.com;CTR DE FORMATION D APPRENTIS;IRSAP;ROUTE DU MANS;61000;ALENCON;0233285668;;1;600;;present_enquete_sifa;
d28;0611294A;cfaducheval@ifce.fr;CTR FORMATION APPRENTIS AGRIC;;;61310;LE PIN AU HARAS;;;1;600;;present_enquete_sifa;
a05;0611305M;;ORGANISME FORMATION-CFA;LCMG CONSULTING;;61250;MENIL ERREUX;0626747147;gabrielle.aberton@gmail.com;;605;;nouveau;
a05;0611306N;;ORGANISME FORMATION-CFA;IRFA EVOLUTION DAMIGNY;Bd Pôle universitaire d'Alencon;61250;DAMIGNY;0233298042;erouault@irfa-formation.fr;;605;;nouveau;38867252900012
a09;0620215X;;SERVICE DE FORMATION CONTINUE;FCU COTE D'OPALE;50 rue Ferdinand Buisson;62228;CALAIS CEDEX;0321463600;;;540;APP;nouveau;19594403800072
a09;0623105N;;CTR DE FORMATION D APPRENTIS;VILLE DE CALAIS;200 rue Guillaume Apollinaire;62107;CALAIS CEDEX;0321964383;cfa@mairie-calais.fr;1;600;;present_enquete_sifa;21620193900818
d32;0623276Z;;LYCEE AGRICOLE PRIVE;STE MARIE - AIRE SUR LA LYS;52 rue D'ISBERGUES;62120;AIRE SUR LA LYS;0321390163;aire-sur-la-lys@cneap.fr;;320;;nouveau;31091420500011
d32;0623277A;;INSTITUT AGRICOLE PRIVE;DE BAPAUME;36 rue MARCELLIN GAUDEFROY;62452;BAPAUME CEDEX;0321071420;bapaume@cneap.fr;;320;;nouveau;78392259400016
d32;0623279C;;LYCEE AGRICOLE PRIVE;DE COULOGNE;Route DEPARTEMENTALE 943;62137;COULOGNE;0321461460;;;320;;nouveau;78398196200013
d32;0623280D;;LYCEE AGRICOLE PRIVE;DE SAVY BERLETTE;22 ancienne route Nationale;62690;SAVY BERLETTE;0321592429;;;320;;nouveau;78408386700019
d32;0623325C;;MAISON FAMILIALE RURALE;DE CAMPAGNE LES BOULONNAIS;7 rue DES SANS CULOTTE;62650;CAMPAGNE LES BOULONNAIS;0321865276;mfr.campagne@mfr.asso.fr;;380;APP;nouveau;78397621000014
d32;0623688X;;MAISON FAMILIALE RURALE;DE BERLENCOURT;161 rue DU GRAND RULLECOURT;62810;BERLENCOURT LE CAUROY;0321484117;;;380;APP;nouveau;30703566700012
d32;0623734X;;MAISON FAMILIALE RURALE;DE SAMER;284 rue de Questrecques;62830;SAMER;0321335329;;;380;APP;nouveau;31350031600010
d32;0623751R;corine.palasz@educagri.fr;CTR FORMATION APPRENTIS AGRIC;PUBLIC AGRICOLE DU PAS DE CALA;1 route DE CAMBRAI;62217;TILLOY LES MOFFLAINES;0321607317;corine.palasz@educagri.fr;1;600;;present_enquete_sifa;19622257400044
d32;0623786D;;MAISON FAMILIALE RURALE;DE ROLLANCOURT;1 rue DU MOULIN;62770;ROLLANCOURT;0321048106;mfr.rollancourt@mfr.asso.fr;;380;APP;nouveau;30761630000017
d32;0623833E;;MAISON FAMILIALE RURALE;DE HUCQUELIER;11 rue du Château;62650;HUCQUELIERS;0321905121;;;380;APP;nouveau;78401839200018
d32;0624176C;;CTRE FORM PROF PROM AGRICOLE;PAS DE CALAIS ANT DE RADINGHEM;58 RUE PRINCIPALE;62310;RADINGHEM;0321411812;;;740;APP;nouveau;
d32;0624184L;;CTRE FORM PROF PROM AGRICOLE;DU PAS DE CALAIS;ROUTE DE CAMBRAI;62217;TILLOY LES MOFFLAINES;0321734592;;;740;APP;nouveau;
d32;0624192V;cfamfr.hautsdefrance@mfr.asso.fr;CTR FORMATION APPRENTIS AGRIC;DES METIERS RURAUX;5 rue des Ferronniers;62130;ST POL SUR TERNOISE;0321035234;fd.62@mfr.asso.fr;1;600;;present_enquete_sifa;
a09;0624240X;laurence.charamon@compagnonsdutourdefrance.org;CTR FORMATION APPRENTIS;FCMB - FEDERATION COMPAGNONNIQ;23 avenue PAUL MICHONNEAU;62000;ARRAS;0321482388;arras@compagnonsdutourdefrance.org;1;600;;present_enquete_sifa;78477959700052
d32;0624292D;;MAISON FAMILIALE RURALE;DE MARCONNE;8 rue FOND DE MOUMEZ;62140;MARCONNE;0321065057;;;380;APP;nouveau;42285299600012
a09;0624334Z;cfar-avenirpro62@cfar-avenirpro62.fr;CTR DE FORMATION D APPRENTIS;DE L AVENIR PRO 62;174 avenue DE L'HIPPODROME;62000;ARRAS;0321711750;cfar-avenirpro62@cfar-avenirpro62.fr;1;600;;present_enquete_sifa;
a09;0624367K;eliane.maheut@developpement-durable.gouv.fr;CTR FORMATION APPRENTIS MARIT.;LP MARITIME BOULOGNE LE PORTEL;6 rue GEORGES HONORE;62480;LE PORTEL;0391900090;;1;600;;present_enquete_sifa;
d32;0624413K;;ANTENNE DE CFA;IFRIA - ANTENNE LYC PR ST JOSE;26 route DE CALAIS;62280;ST MARTIN BOULOGNE;;contact@st-jo.com;;620;;nouveau;
a09;0624496A;;ORGANISME DE FORMATION-CFA;ACADEMIE CULINAIRE BULTEAU BOU;47 rue des Deux Ponts;62200;BOULOGNE SUR MER;0321313353;academieculinaire-sb@orange.fr;;605;;nouveau;42043321100026
d32;0624499D;;CTR FORM PROF PROMO AGRICOLES;PAS DE CALAIS - SAINT OMER;42;62500;ST OMER;;;;740;APP;nouveau;
a09;0624500E;;ORGANISME FORMATION-CFA;PROFESSION SPORT PAS-DE-CALAIS;9 rue Jean Bart;62143;ANGRES;0321726713;prosport.rt@sport62.fr;;605;;nouveau;38352078000024
a09;0624501F;;;;Rue Ferdinand Buisson;62100;CALAIS;;;;605;;nouveau;19594403800205
a06;0631243J;katia.aledo@ccca-btp.fr;CTR DE FORMATION D'APPRENTIS;BTP CFA PUY-DE-DOME;4 rue LOUIS DABERT;63000;CLERMONT FERRAND;0473440070;cfabtp.clermontferrand@ccca-btp.fr;1;600;;present_enquete_sifa;77921914600015
a06;0631450J;contact@institut-metiers.fr;CTR DE FORMATION D'APPRENTIS;INSTITUT DES METIERS;Rue DU CHATEAU DES VERGNES;63039;CLERMONT FERRAND CEDEX 2;0473236000;institut.des.metiers63@wanadoo.fr;1;600;;present_enquete_sifa;77921920300022
a06;0631687S;secretariat@cfambert.org;CTR DE FORMATION D'APPRENTIS;;23 rue Blaise Pascal;63600;AMBERT;0473824747;cfa@cfambert.org;1;600;;present_enquete_sifa;31794423900027
a06;0631764A;veronique.torresan@educagri.fr;CFA METIERS DE L'AGRICULTURE;DU PUY DE DOME;Lieu-dit EPLEAFP LOUIS PASTEUR;63370;LEMPDES;0473916304;cfa.puy-de-dome@educagri.fr;1;600;;present_enquete_sifa;19630984300023
a06;0631819K;a.tenneguin@cfas-auvergne.com;CFA SPECIALISE D'AUVERGNE;CAP 3A;1 avenue DES COTTAGES;63000;CLERMONT FERRAND;0473901212;creahi.cfas.auv@wanadoo.fr;1;600;;present_enquete_sifa;
a06;0631852W;c.giraud@gfs63.com;GROUPE FORMATION SYSTEMES;;4 place Charles de Gaulle;63401;CHAMALIERES CEDEX;0473195300;contact@gfs63.com;;400;APP;nouveau;37789199900023
a06;0631904C;;CTR FORM PROF PROMO AGRICOLES;;COURS F A MARMILHAT;63370;LEMPDES;0473982560;ce.0631904C@ac-clermont.fr;;740;;nouveau;42341359000013
a06;0631929E;b.miolane@ifria-ara.fr;CFA IAA D'AUVERGNE;IFRIA D'AUVERGNE;Rue rue du bois joli;63800;COURNON D AUVERGNE;0473142488;contact-clermont@ifria.fr»;1;600;;present_enquete_sifa;
a06;0631959M;lydie.renard@aftral.com;CTR DE FORMATION D APPRENTIS;AFTRAL CFATL AUVERGNE;17 rue DU BOIS JOLI;63800;COURNON D AUVERGNE;0473980700;severine.carrier@aftral.com;1;600;;present_enquete_sifa;
a06;0631964T;administration@cfa-adasa.com;ADASA - CFA;METIERS DU SPORT ET ANIMATION;1 rue TOURETTE;63021;CLERMONT FERRAND CEDEX 2;0473302365;administration@cfa-adasa.com;1;600;;present_enquete_sifa;
a06;0631974D;contact@auvergneformation.fr;ECOLE AUVERGNE FORMATION;ECOLE AUVERGNE FORMATION;9  RUE GILBERT ROMME;63000;CLERMONT FERRAND;0473285850;contact@auvergneformation.fr;;320;APP;nouveau;42380635500172
a06;0631977G;cfa@ac-clermont.fr;CTR DE FORMATION D APPRENTIS;CFA DE L'EDUCATION NATIONALE E;3 avenue VERCINGETORIX;63033;CLERMONT FERRAND CEDEX 1;0473993534;cfa@ac-clermont.fr;1;600;;present_enquete_sifa;18630909200010
a06;0631978H;contact@formasup-auvergne.fr;FORMASUP AUVERGNE;FORMASUP;32 rue DU CLOS FOUR;63100;CLERMONT FERRAND;0415810038;contact@formasup-auvergne.fr;1;600;;present_enquete_sifa;
a06;0632002J;;ECOLE SILVYA TERRADE CLERMONT-;ECOLE D'ESTHETIQUE FOURNIER-GR;7 place MICHEL DE L'HOSPITAL;63000;CLERMONT FERRAND;0473149700;clermont@groupe-terrade.com;;320;APP;nouveau;35180218600053
a06;0632004L;p.gehin@wesford-clermont.fr;EC SUP COMMERCE MANAGEMENT;WESFORD AUVERGNE;20  RUE BARRIERE DE JAUDE;63000;CLERMONT FERRAND;04 63 30 11 3;info@wesford-Clermont.fr;;400;APP;nouveau;
a06;0632052N;cfa@hall32.fr;ECOLE TECHNOLOGIQUE PRIVEE;HALL 32;32 rue DU CLOS FOUR;63000;CLERMONT FERRAND;;ce.0632052N@ac-clermont.fr;;301;APP;nouveau;82445892100015
a06;0632067E;;CTR FORM PROF PROMO AGRICOLES;DES COMBRAILLES;Avenue JULES L;63390;ST GERVAIS D AUVERGNE;;;;740;;nouveau;
a06;0632069G;contact@cetalion.fr;ORGANISME DE FORMATION - CFA;EURL CETALION;27 rue Jean Claret;63000;CLERMONT FERRAND;;;;605;;nouveau;83917819100020
a06;0632070H;contact@alternancepro.com;ORGANISME DE FORMATION - CFA;ALTERNANCE PRO;11 avenue de Châtel-Guyon;63200;RIOM;;;;605;;nouveau;84071143600013
a06;0632071J;hcconseil@wanadoo.fr;ORGANISME DE FORMATION - CFA;H ET C CONSEIL;6 place de Régensburg;63000;CLERMONT FERRAND;;;;605;;nouveau;42924994900075
a06;0632072K;fede.boulanger@gmail.com;ORGANISME DE FORMATION - CFA;FEDERATION DES ARTISANS BOULAN;27 rue Fernand Forest;63540;ROMAGNAT;;fede.boulanger@gmail.com;;605;;nouveau;77922117500036
a06;0632073L;emike@infa-formation.com;ORGANISME DE FORMATION - CFA;FONDATION INFA;107 avenue de la Libération;63000;CLERMONT FERRAND;0473349797;puydedome@infa-formation.com;;605;;nouveau;78574029100816
a06;0632075N;m.hamon@groupe-alternance.com;ORGANISME DE FORMATION-CFA, CL;ALTERNANCE AUVERGNE;24 avenue de l'Agriculture;63000;CLERMONT FERRAND;;;;605;;nouveau;78911807200022
a06;0632076P;direction@adelfa.fr;ORGANISME DE FORMATION, CLERMO;ADELFA, CLERMONT-FERRAND;18 rue François Taravant;63000;CLERMONT FERRAND;;;;605;;nouveau;33794659400062
a06;0632078S;;ORGANISME FORMATION-CFA;AFORMAC CLERMONT-FERRAND;37 boulevard Aristide Briand;63000;CLERMONT FERRAND;;aformac63@aformac.fr;;605;;nouveau;32396166400121
a04;0640235H;m.wlodarczyk@communaute-paysbasque.fr;CFA DE L'AGGLOMERATION;CÔTE BASQUE - ADOUR DE BAYONNE;73 rue BOURGNEUF;64100;BAYONNE;0559253800;cfa@agglo-cotebasque.fr;1;600;;present_enquete_sifa;21640102600317
a04;0640238L;contact@cfa-saint-cricq.org;CTR DE FORMATION D APPRENTIS;LYCEE ST  CRICQ;4 bis avenue DES ETATS UNIS;64015;PAU CEDEX;0559308700;contact@cfa-saint-cricq.org;1;600;;present_enquete_sifa;19640057600027
a04;0640239M;cfa.cma64@artisanat-aquitaine.fr;CFA CHAMBRE DES METIERS;UNIVERSITE DES METIERS;34 avenue Léon Blum;64000;PAU;0559148590;cfa.cma@artisanat-aquitaine.fr;1;600;;present_enquete_sifa;18640004000058
a04;0641395U;mariefrance.bourgain@ccca-btp.fr;CENTRE DE FORMATION D APPRENTI;BTP DES PYRENEES ATLANTIQUES -;36 avenue Léon Blum;64000;PAU;0559026104;cfabtp.pau@ccca-btp.fr;1;600;;present_enquete_sifa;78235535800055
a04;0641409J;cfai-adour@metaladour.org;CTR DE FORMATION D APPRENTIS;INDUSTRIE DE L ADOUR;1 cours DE L'INDUSTRIE;64510;ASSAT;0559532383;cfai-adour@metaladour.org;1;600;;present_enquete_sifa;78227948300013
a04;0641519D;cfa.cma64@artisanat-aquitaine.fr;CFA UNIVERSITE DES METIERS;BAYONNE PAYS BASQUE;25  BOULEVARD ARITXAGUE;64100;BAYONNE;0559551202;cfa.bayonne@artisanat-aquitaine.fr;1;600;;present_enquete_sifa;18640004000041
a04;0641681E;;GRETA SUD AQUITAINE;LG LOUIS BARTHOU;2 rue LOUIS BARTHOU;64015;PAU CEDEX;0559989800;;;710;;nouveau;19640055000022
d75;0641752G;fatima.el-hemmadi@educagri.fr;CTRE DPT FORMATION APPRENT AGR;LYC.AGR. MONTARDON;ROUTE DE CAMBO;64240;HASPARREN;0559291510;cfa.pyrenees-atlantiques@educagri.fr;1;600;;present_enquete_sifa;19640220000048
a04;0641873N;c.susperregui@estia.fr;CTR DE FORMATION D APPRENTIS D;DES TECHNOLOGIES INDUSTRIELLES;92 allée THEODORE MONOD;64210;BIDART;0559438400;estia@estia.fr;1;600;;present_enquete_sifa;82445767500026
a04;0641874P;marinette.ramond@difcam.com;CTR DE FORMATION D APPRENTIS;D I F C A M;17 rue Paul Bert;64100;BAYONNE;0559574269;cfa-aquitaine@difcam.com;1;600;;present_enquete_sifa;
a04;0641890G;apprentissage@esc-pau.fr;CTR DE FORMATION D APPRENTIS;A.D.A.G.E.S.P.;3  RUE ST JOHN PERSE;64075;PAU CEDEX;0559926464;pierre.dreux@esc-pau.fr;1;600;;present_enquete_sifa;39900165000015
a04;0641918M;n-landeau@cnpc.fr;CTR FORMATION APPRENTIS CCI;COMMERCE SPORTS LOISIRS;Zone INDUSPAL RUE MARIE ANDRE AM;64237;LESCAR CEDEX;0559629846;cfa@cnpc.fr;1;600;;present_enquete_sifa;
a04;0642020Y;;ASFO BSB;;17 avenue Léon Blum;64000;PAU;0559900120;asfo.pau@asfo-pyrenees.com;;400;AP1;nouveau;
a04;0642025D;cfa@lycee-cantau.net;CFA PUBLIC DE LA COTE BASQUE;LPO LYC METIER CANTAU;1 allée DE CANTAU;64600;ANGLET;0559580659;cfa@lycee-cantau.net;1;600;;present_enquete_sifa;19640001400037
a04;0642033M;fcmb.cfa.aquitaine@orange.fr;CFA COMPAGNONS DU TOUR DE FRAN;METIERS DU BATIMENT;3 allée DE BELLEVUE;64600;ANGLET;0559638757;fcmb.anglet@wanadoo.fr;1;600;;present_enquete_sifa;78235535800048
a04;0642043Y;dominique.malo@univ-pau.fr;CTR DE FORMATION D APPRENTIS;CFA UNIVERSITAIRE PAU - ADOU;8 allée DES PLATANES;64100;BAYONNE;0559574233;cfa.uppa@univ-pau.fr;1;600;;present_enquete_sifa;19640251500429
a04;0642106S;;DAMALIS - FORMATIONS;;1  AVENUE DU PRÉSIDENT ANGOT;64000;PAU;0559020832;johanne@damalis.fr;;400;AP1;nouveau;48216840800029
a04;0642132V;;ORGANISME FORMATION-CFA;SAS FORMA CATALYSE PAU;Avenue de lattre de Tassigny;64000;PAU;0559275540;catherinepuyet@catalyse.fr;;605;;nouveau;40765437500044
a04;0642133W;;ORGANISME FORMATION-CFA;FONDATION INFA ANGLET;26 promenade du grand large;64600;ANGLET;;kbaldy@infa-formation.com;;605;;nouveau;78574029100816
a04;0642134X;;ORGANISME FORMATION-CFA;FONDATION INFA PAU;36 rue de Liège;64000;PAU;0559985050;kbaldy@infa-formation.com;;605;;nouveau;78574029100816
a04;0642135Y;;ORGANISME FORMATION-CFA;SPORT PERFORMANCE SANTE BIZANO;4 avenue du Stade d'Eaux Vives;64320;BIZANOS;0540033021;contact@sps-ecoledusport.fr;;605;;nouveau;49022781600066
a16;0650593S;e.lussan@cma65.fr;CTRE DE FORMATION D'APPRENTIS;ASSOC FORM PROFESSIONNELLE;ZONE INDUST BASTILLAC SUD;65000;TARBES;0562441188;ce.0650593S@ac-toulouse.fr;1;600;;present_enquete_sifa;30324247300021
a16;0651054T;marie-pierre.gardera@veolia.com;CTRE DE FORMATION D'APPRENTIS;VECTEUR PYRENEES;0 RUE DU NEOUVIELLE;65420;IBOS;0562518900;ce.0651054T@ac-toulouse.fr;1;600;;present_enquete_sifa;49432230800029
